candidate_id	source_kind	relative_path	member_name	container_size_bytes	container_sha256	payload_sha256	sequence_sha256	species	material_key
9091fb3dce4409de	file	legume_family/ncbi/Vigna_mungo/ASM1342719v1/genome/GCA_013427195.1_ASM1342719v1_genomic.fna.gz		146762558	15cd3dad9156023403d76d1ae1f1b8f889f71a058f358f4367217067ff987dd7	15cd3dad9156023403d76d1ae1f1b8f889f71a058f358f4367217067ff987dd7	8b0c74c67bff222e0ff96c76d94710dfe37a720612422e2281f1388e30d96ef8	Vigna mungo	asm1342719v1
a0335dec2cceb268	file	legume_family/ncbi/Vigna_mungo/ASM3688567v1/genome/GCA_036885675.1_ASM3688567v1_genomic.fna.gz		148101941	65c3c436556123064a9c4853a5b07b901816516f55520a2a3ab2132a272b0419	65c3c436556123064a9c4853a5b07b901816516f55520a2a3ab2132a272b0419	e1fde3f92b5f5261b61ed827dfca23eaabbedf588c2e025bd2e3996c7437eff7	Vigna mungo	asm3688567v1
c08d32c5aecb7cd1	file	legume_family/ncbi/Vigna_mungo/UDNC_Vigmung/genome/GCA_023940565.1_UDNC_Vigmung_genomic.fna.gz		141018262	28c341421ad9d34b40684cdb0330eadaa2472077479883b3a5e2e90107c7726e	28c341421ad9d34b40684cdb0330eadaa2472077479883b3a5e2e90107c7726e	7575fb60811ece11c2fd7c4e4aeb7ca1fe1e1d3a20658cb41beec100b5c2aa3b	Vigna mungo	udncvigmung
c8587827a41f6674	file	legume_family/ncbi/Vigna_nakashimae/ASM3464237v1/genome/GCA_034642375.1_ASM3464237v1_genomic.fna.gz		163471926	ed6720dbd4bfbc3671153140974bf83b4f2384d9bbe938652af8ca0b54f46290	ed6720dbd4bfbc3671153140974bf83b4f2384d9bbe938652af8ca0b54f46290	3c59921f7959f2c7ea9a435e2746c5e730e22cfeb1973f4f04b2b460374c7f00	Vigna nakashimae	asm3464237v1
aa35d59862331bf3	file	legume_family/ncbi/Vigna_nakashimae/ASM3464239v1/genome/GCA_034642395.1_ASM3464239v1_genomic.fna.gz		162258745	7bf3830388e88cc9a3122fe193e99784cf55b3f29cfc9dd167421042c4d8a196	7bf3830388e88cc9a3122fe193e99784cf55b3f29cfc9dd167421042c4d8a196	c95ada54ec8cf586ac15818d0561ad9a0880f0eb21aee3ee94b855bb2c8d87b9	Vigna nakashimae	asm3464239v1
fafd79f33d7e0f52	file	legume_family/ncbi/Vigna_radiata/ASM4058398v1/genome/GCA_040583985.1_ASM4058398v1_genomic.fna.gz		141782460	aa61a200a715bce7bab950ce8f59bcb38291dd865ab89fb4d708ff23116e8474	aa61a200a715bce7bab950ce8f59bcb38291dd865ab89fb4d708ff23116e8474	55216232e6c6ec3828f0b05e644f2de17b434701b1fc97cbd3f2025c92b261ca	Vigna radiata	asm4058398v1
ef6a350cb9cc2a35	file	legume_family/ncbi/Vigna_radiata/ASM4058398v2/genome/GCA_040583985.2_ASM4058398v2_genomic.fna.gz		141780886	17aa91e35491cf5379047a066a795eb76dd3c3caa3fe8bc7f38a8a51bd26f429	17aa91e35491cf5379047a066a795eb76dd3c3caa3fe8bc7f38a8a51bd26f429	8d72d666bc476acb2188b9ab56287128aad3fb1fa1261fbfb1b8219f40819577	Vigna radiata	asm4058398v2
ff14efc287b18b61	file	legume_family/ncbi/Vigna_radiata/ASM5039588v1/genome/GCA_050395885.1_ASM5039588v1_genomic.fna.gz		145952739	3d157b561a3c560d9e98fd1a3114c7fdac91b69a25d74907dae3e53f71cfdaad	3d157b561a3c560d9e98fd1a3114c7fdac91b69a25d74907dae3e53f71cfdaad	434e82a2ef375453766e73672e1c1f6fa2fcfde1d2e2eec3b7074e38274fea9b	Vigna radiata	asm5039588v1
d6202cd93dd9ee45	file	legume_family/ncbi/Vigna_radiata/UDNC_VR_IPM02-03_1.1/genome/GCA_043793165.1_UDNC_VR_IPM02-03_1.1_genomic.fna.gz		177180851	e6e3d2885b6573f59dff98ee183d7631221687baef58e80903988138e680bb04	e6e3d2885b6573f59dff98ee183d7631221687baef58e80903988138e680bb04	0153908f87bae64471ce43abc3301317224dfe9e3927e89b4cf344d39976212e	Vigna radiata	udncvripm020311
7ba0f9e9afc15fd9	file	legume_family/ncbi/Vigna_radiata/VIRA_weilv_9/genome/GCA_056881655.1_VIRA_weilv_9_genomic.fna.gz		149533975	e60af26c8b426f4437a9df6d188dc1271958b6a71533174bf58334c60c8d7842	e60af26c8b426f4437a9df6d188dc1271958b6a71533174bf58334c60c8d7842	9f3f0adc1db6b6338cf38b21ff67971f8e83a5e183021dc7f55a29fd0dac38d2	Vigna radiata	viraweilv9
eff2b84e522d85d4	file	legume_family/ncbi/Vigna_radiata_var._radiata/Vradiata_ver6/genome/GCF_000741045.1_Vradiata_ver6_genomic.fna.gz		137333161	8ec7c374448548d5f0b08c79a1015928b097847f4ed38db939a26ed277a5b8bb	8ec7c374448548d5f0b08c79a1015928b097847f4ed38db939a26ed277a5b8bb	6e950c7d55d58811451a77b9400f12df0430a67e0aaf4950bc619e8fd27320dc	Vigna radiata var. radiata	vradiataver6
8b8441e9f58552ca	file	legume_family/ncbi/Vigna_reflexopilosa/ASM2774278v1/genome/GCA_027742785.1_ASM2774278v1_genomic.fna.gz		303353496	2673e5e221e79026260ed681af82f341ddde04c5188021acd9a642b0807d5f38	2673e5e221e79026260ed681af82f341ddde04c5188021acd9a642b0807d5f38	5d6920408f58c94e58df9a36da306f16ae59e0bf1bb2c1dbd54f9355f16ede78	Vigna reflexopilosa	asm2774278v1
16beef999dd1be0e	file	legume_family/ncbi/Vigna_umbellata/FF25_Vum_1/genome/GCA_025174585.1_FF25_Vum_1_genomic.fna.gz		146347845	02e2b0487dc4255e2e9a23dbc878f5e4b82b079d9d44aad5dcd46a97209485ea	02e2b0487dc4255e2e9a23dbc878f5e4b82b079d9d44aad5dcd46a97209485ea	a65ca5adb8ae0221d98e018fb4258a6365838649b68e7833ee0524bfa975ada5	Vigna umbellata	ff25vum1
967d0dce8b2a2937	file	legume_family/ncbi/Vigna_umbellata/Vumbellata_1.0/genome/GCA_029865625.1_Vumbellata_1.0_genomic.fna.gz		181915140	04e4e35dc9d84d5365137640cb5972a5bd92aa1cec35ccf62cd892100cdd1d3b	04e4e35dc9d84d5365137640cb5972a5bd92aa1cec35ccf62cd892100cdd1d3b	82b207a85b337c52003b499fbf371cedc310c2184146fd5bd525604f490b6921	Vigna umbellata	vumbellata10
6ade7bff17ee0c95	file	legume_family/ncbi/Vigna_unguiculata/ASM3697163v1/genome/GCA_036971635.1_ASM3697163v1_genomic.fna.gz		175434710	9b2f0b101e6a76a7b0b5fb83b92c47128ef6d8323784cd87e74aedeacc63d376	9b2f0b101e6a76a7b0b5fb83b92c47128ef6d8323784cd87e74aedeacc63d376	819b4aeb9bb54f9684fe3aa5cc870fb878b000d539e90c6c5d4f9d8c7cd658f4	Vigna unguiculata	asm3697163v1
7bd5fe443852df1c	file	legume_family/ncbi/Vigna_unguiculata/ASM3717680v1/genome/GCA_037176805.1_ASM3717680v1_genomic.fna.gz		166744969	28e697397ab3373abe9d03b1602f9cdd33e4f62781cb2a19feca9d5fbd2ce763	28e697397ab3373abe9d03b1602f9cdd33e4f62781cb2a19feca9d5fbd2ce763	f72a0d0707345ee41cc7c06c0c8ffef9ab0a813dfa548578f78798a0214790cc	Vigna unguiculata	asm3717680v1
7efb61008671695f	file	legume_family/ncbi/Vigna_unguiculata/ASM395868v2/genome/GCA_003958685.2_ASM395868v2_genomic.fna.gz		155146696	fcf3ce11c898322862b00abdd63caff059fe4d288ce5038cfef332f82f3265f3	fcf3ce11c898322862b00abdd63caff059fe4d288ce5038cfef332f82f3265f3	f81a892a43fb08759d9fc565a65a28d663ef3359423feb687ff05fa673f551fb	Vigna unguiculata	asm395868v2
6376df8caff95330	file	legume_family/ncbi/Vigna_unguiculata/ASM411807v1/genome/GCF_004118075.1_ASM411807v1_genomic.fna.gz		156671831	1ceac148cf3ad093cfd72ab8c6868eab6d736a4a95e34d278b04b3d8280e9fd9	1ceac148cf3ad093cfd72ab8c6868eab6d736a4a95e34d278b04b3d8280e9fd9	19e6cf816e4dae37d945931041b379b23e1c3f02dc33d1ef3ccffb91747f4a2a	Vigna unguiculata	asm411807v1
7c74d70af048510f	file	legume_family/ncbi/Vigna_unguiculata/ASM411807v2/genome/GCF_004118075.2_ASM411807v2_genomic.fna.gz		156573326	5f4d70a13511388428654979cbac814f81341ee2c5c02290598228ea0ae78ce2	5f4d70a13511388428654979cbac814f81341ee2c5c02290598228ea0ae78ce2	ef2108e1be5dc6276ff10f72c3610306a2c2083405d2b01d55b150e30f214a08	Vigna unguiculata	asm411807v2
5446c2f67c6a5679	file	legume_family/ncbi/Vigna_unguiculata_subsp._sesquipedalis/ASM2640112v1/genome/GCA_026401125.1_ASM2640112v1_genomic.fna.gz		167629284	d60b31663421452bce0d2a8cb168c8860eb65a7d945a44bdf7fa13ddc74e0a42	d60b31663421452bce0d2a8cb168c8860eb65a7d945a44bdf7fa13ddc74e0a42	9fb2353e6a98e817676d4458b939d728b017335848cd71414886c387a78354d0	Vigna unguiculata subsp. sesquipedalis	asm2640112v1
8976a9631a003b60	file	legume_family/ncbi/Vigna_unguiculata_subsp._sesquipedalis/NJ/genome/GCA_026781165.1_NJ_genomic.fna.gz		156523663	b9f881a98819ed1780c7ce8d26361b826997ba9c041ed13ecce3021b4f073941	b9f881a98819ed1780c7ce8d26361b826997ba9c041ed13ecce3021b4f073941	f4ed4d6a28a8ab47f6e50076ea58f52e40758c183e72d0fa8c1a96e2a3f0cbce	Vigna unguiculata subsp. sesquipedalis	nj
1f40f5aa5311bfd9	file	legume_family/ncbi/Zenia_insignis/KIB_Zeins_1.0/genome/GCA_052059195.1_KIB_Zeins_1.0_genomic.fna.gz		110427365	033e3ce675b9f0da49366ff9e3b7a9f48ec16b70223b328239e29332fe9edc1e	033e3ce675b9f0da49366ff9e3b7a9f48ec16b70223b328239e29332fe9edc1e	dc407972f87a6ff89e311663b98da7ab0a4caf7bcf6a8a8a002314786d20d2ff	Zenia insignis	kibzeins10
d4ed1350b181bf96	file	legumeinfo/58-161.gnm1.BW8J/genome/glyma.58-161.gnm1.BW8J.genome_main.fna.gz		258245849	16c3814161aafaa0079cc5b2f6abca7a8f92cf2f2825ab2943c972fb9f12e7e8	16c3814161aafaa0079cc5b2f6abca7a8f92cf2f2825ab2943c972fb9f12e7e8	a4edd33cffb8a7ad60818c8bbcde19b540376f236124d9a07dec6178b72b0d7a	Glycine max	58161
8948693e7614b9a0	file	legumeinfo/Amsoy.gnm1.TYYG/genome/glyma.Amsoy.gnm1.TYYG.genome_main.fna.gz		257385710	2b8a2f533aff826a5ffbb169c8fe2770532b7991019cda8c69f2998bccb3be9a	2b8a2f533aff826a5ffbb169c8fe2770532b7991019cda8c69f2998bccb3be9a	ed2c65d5e5332c62d3c41cafbf70e0609cc3a8ee2e9d524b828debaabc7ec847	Glycine max	amsoy
1cac6cdef48a6b1e	file	legumeinfo/DongNongNo_50.gnm1.XRTN/genome/glyma.DongNongNo_50.gnm1.XRTN.genome_main.fna.gz		263287320	9ca66927529949e26bfe9aff5c9d9d77d3d9eb5a805983e944408de37fd8c010	9ca66927529949e26bfe9aff5c9d9d77d3d9eb5a805983e944408de37fd8c010	8e13a2ba25c983114a132d43fe2e9087cd213024bc927fc3b505a9b6179fbd8a	Glycine max	dongnongno50
ccbf7ded4553c2ef	file	legumeinfo/F_IGA1003.gnm1.V9RB/genome/glyso.F_IGA1003.gnm1.V9RB.genome_main.fna.gz		291937508	4b0cdc31c2c581bd1a848877a209af6cf2a38c9d93f1938fb69039b61488bf96	4b0cdc31c2c581bd1a848877a209af6cf2a38c9d93f1938fb69039b61488bf96	2b1f60279f37263abf8d9e6b7bb9ee6b27ff9566d1921abb7f828c9f59079aa6	Glycine soja	figa1003
887fc38a30f65f36	file	legumeinfo/FengDiHuang.gnm1.YYLM/genome/glyma.FengDiHuang.gnm1.YYLM.genome_main.fna.gz		259107525	64ec4777d573eec927165af5a9c57f643a60f8bfc3e81f44e4bf29ac17d12fe7	64ec4777d573eec927165af5a9c57f643a60f8bfc3e81f44e4bf29ac17d12fe7	f48bda74ff1b6d3381a207b54cac42f88e8534407c50603445129e6ffe916e04	Glycine max	fengdihuang
5844dd514643bfc4	file	legumeinfo/FiskebyIII.gnm1.F177/genome/glyma.FiskebyIII.gnm1.F177.genome_main.fna.gz		293492463	1e024c7496e2eb06ceb2526f00f9fcde8a6635a69b29c96facedcf116542e93e	1e024c7496e2eb06ceb2526f00f9fcde8a6635a69b29c96facedcf116542e93e	13c833bccbbaa65ada66d94b7cdc14f417cbedc67967ddbc1a407428c51fe2bf	Glycine max	fiskebyiii
a8412af2ff4cd5ed	file	legumeinfo/HanDouNo_5.gnm1.11MF/genome/glyma.HanDouNo_5.gnm1.11MF.genome_main.fna.gz		259721221	24ebcd8e5be0cc53f946c304e601b88e2bde0f33640445bca47e902ab6e82eba	24ebcd8e5be0cc53f946c304e601b88e2bde0f33640445bca47e902ab6e82eba	11a998c217dc94fe2afc65e09f83082ab14bdd0437c6b0b86fda9ad0f3aaaa23	Glycine max	handouno5
d9e3d4cd719a05e5	file	legumeinfo/Hefeng25_IGA1002.gnm1.L69T/genome/glyma.Hefeng25_IGA1002.gnm1.L69T.genome_main.fna.gz		294075208	6dfbbb6ccbbe242474f466655f20c88ffc4d80bf1ba1f4ba962b6979668c1912	6dfbbb6ccbbe242474f466655f20c88ffc4d80bf1ba1f4ba962b6979668c1912	09cf05246948ca71052a1e1ca0166481cd68bacffac4f677613abbacdaa04da4	Glycine max	hefeng25iga1002
8c21e283eca8cf3b	file	legumeinfo/HeiHeNo_43.gnm1.FV4H/genome/glyma.HeiHeNo_43.gnm1.FV4H.genome_main.fna.gz		259589035	f1c01aa1320d2cbe0b07e12352dbb59796e7645947bac1fda9a7b96fb2ae6c57	f1c01aa1320d2cbe0b07e12352dbb59796e7645947bac1fda9a7b96fb2ae6c57	260cae11e0260f68e9758f4cd8dbf77e26e0fe4d85847686ec7428d73de4d6c0	Glycine max	heiheno43
d7abe2eb0f698c46	file	legumeinfo/JD17.gnm1.TW7L/genome/glyma.JD17.gnm1.TW7L.genome_main.fna.gz		252189472	58f02942af645c1e73ac04876c255ff66a6fe5d45d1929897e57190fbf135809	58f02942af645c1e73ac04876c255ff66a6fe5d45d1929897e57190fbf135809	ff7016dfab26338259795e0b3314062a4b5763bf579b4bc30117d6a0b4d4aa06	Glycine max	jd17
667ae3303395f049	file	legumeinfo/JiDouNo_17.gnm1.MRYM/genome/glyma.JiDouNo_17.gnm1.MRYM.genome_main.fna.gz		267660937	c6bec62c5aecc0cb4fffab1612be01d9084459bfcb9ed5c7cba4ce9f4dffe0d1	c6bec62c5aecc0cb4fffab1612be01d9084459bfcb9ed5c7cba4ce9f4dffe0d1	5de6ac1b57edf23657b06e2227c7db04a0112ce9b9f81cafd6f7ea214586f376	Glycine max	jidouno17
da2190d8185c2216	file	legumeinfo/JinDouNo_23.gnm1.GBYD/genome/glyma.JinDouNo_23.gnm1.GBYD.genome_main.fna.gz		259391961	80d6f4212396c899bc588da3e455756feb95cdfede7707e8d82387ba83ec8bb2	80d6f4212396c899bc588da3e455756feb95cdfede7707e8d82387ba83ec8bb2	9e27b9b088c166cfa00b6064af49fe5441b9d0ea41bfbf9a2f68c75af0e4a82e	Glycine max	jindouno23
171869ade9f5b76e	file	legumeinfo/Jinyuan_IGA1006.gnm1.LXM0/genome/glyma.Jinyuan_IGA1006.gnm1.LXM0.genome_main.fna.gz		295401306	eae61277ed90c000cb9310ffe033d84cda71d66d6294c52c68826a8ef6c58a1d	eae61277ed90c000cb9310ffe033d84cda71d66d6294c52c68826a8ef6c58a1d	2b4d08a2575d16397f096e80a9270a4605a348ff35746b20c10090e98cf08a47	Glycine max	jinyuaniga1006
b503a63d15d33fea	file	legumeinfo/JuXuanNo_23.gnm1.WC57/genome/glyma.JuXuanNo_23.gnm1.WC57.genome_main.fna.gz		257998357	3e81fff679daa8b3e11c4d2610ed7030504f35a847a824d9c3c1d77b231ad2a4	3e81fff679daa8b3e11c4d2610ed7030504f35a847a824d9c3c1d77b231ad2a4	a8ec9e3de5600776809bb1c85e6f8fd282ee033d4f4c6b3867f4ca11a8e3198c	Glycine max	juxuanno23
