candidate_id	relative_path	size_bytes	file_sha256	file_member_count	total_uncompressed_bytes	crc_verified_count	crc_failure_count	encrypted_member_count	unsafe_member_count	high_compression_ratio_count	status
8cf5ea9bb22e6225	soyod/Ju_Xuan23/mrna/Ju_Xuan23.mRNA.zip	29053292	d360abaa90bcf337ab987b39144d57455d9b1a534382fc1b1130b1160bfe8cba	1	151472264	1	0	0	0	0	PASS
207aae3c09b9c7a4	soyod/Ju_Xuan23/ncrna/Ju_Xuan23.ncRNA.gff3.zip	83597	f8bda8c31f4759905d88711f1b4e77b2d6e0761d484c9aa31bc8b429c9139b06	1	861156	1	0	0	0	0	PASS
0f3a96f5a9dcf693	soyod/Ju_Xuan23/protein/Ju_Xuan23.protein.zip	11869572	776ebf92ee50e66d4a6b7ed57e12da422cbb91bb9e4fa8026d79b559cc9e094d	1	35934538	1	0	0	0	0	PASS
bdb2251b15e52425	soyod/Ke_Shan_1/cds/Ke_Shan_1.CDS.zip	19128231	edcad29c78147dd88880946940b1d42315dd2245d94594f77c33f64203052151	1	99521899	1	0	0	0	0	PASS
5d55482f32bbf200	soyod/Ke_Shan_1/genome/Ke_Shan_1.genome.zip	242180909	bae1b4dff9fe4fc5bf67e290c5caea87c9bc781851220de0a157ba2c9b7f3e7d	1	1007373258	1	0	0	0	0	PASS
9a564e1baa222ac4	soyod/Ke_Shan_1/gff/Ke_Shan_1.annotation.zip	10040996	7afb954c29b3685cbc1974cfb71b7553e3898ebe00bcd0dca365efb0960b7bc5	1	115280043	1	0	0	0	0	PASS
aca32af1cc616336	soyod/Ke_Shan_1/mrna/Ke_Shan_1.mRNA.zip	27625739	ff1ad17926349f2e1c8a2942b9cd347df94b15ef7d7a1fbbeeaf84cba0fbc836	1	143998009	1	0	0	0	0	PASS
959a70aa55cc5350	soyod/Ke_Shan_1/ncrna/Ke_Shan_1.ncRNA.gff3.zip	88383	083b87efc5d104e8764c7389c76618ec02fa32ab0af6b1f3ddd04d86d6ea4f66	1	910363	1	0	0	0	0	PASS
355a73969dba6451	soyod/Ke_Shan_1/protein/Ke_Shan_1.protein.zip	11654665	ebe4148fe822354e4de3b89a7663f57116b6b50b7ba24edd3f7d8d56b8e68384	1	34228668	1	0	0	0	0	PASS
c76efa1166d568e7	soyod/PI398296/cds/PI398296.CDS.zip	19413907	1f708ecda5364752607d9ac42027bf78cd9afafa8fdbf8235e72180cb9e6321f	1	101821143	1	0	0	0	0	PASS
b4cf3ab920428fd2	soyod/PI398296/genome/PI398296.genome.zip	253301926	5937fd21c6c37f6cb68f7b01035170a6b5a990481ae6c2ef814d9475e90e9c4c	1	1059787878	1	0	0	0	0	PASS
40f869988e5434a5	soyod/PI398296/gff/PI398296.annotation.zip	10275874	096217e9f3916706a2ff15b87c46b95d235383981b64447f7739988825010101	1	118298905	1	0	0	0	0	PASS
a81767278087edf0	soyod/PI398296/mrna/PI398296.mRNA.zip	28980381	cad8ecedd92c59af4af6faaa0fff3a7dbc718168b3befc9fc8b952f028cbabea	1	148147793	1	0	0	0	0	PASS
33db624c52be5ec2	soyod/PI398296/ncrna/PI398296.ncRNA.gff3.zip	87298	1fb3f7ca64db0d3e1b6c4ecf10325bc47f32223db8ee06a0104947071a3a140b	1	897108	1	0	0	0	0	PASS
209341738537534d	soyod/PI398296/protein/PI398296.protein.zip	11844497	769860ff04f67518dfa74198cde5b21f89d1fd44cd6ae0ca64a81f52f7636b5f	1	35020889	1	0	0	0	0	PASS
ccafcdd2acb57f87	soyod/PI483463/cds/PI483463.CDS.zip	16307790	08a72567899e736e9a7c031cf600f4b4035bdaf667b00e43c74cbcc55a5bd63b	1	80078937	1	0	0	0	0	PASS
f081d6533988ae97	soyod/PI483463/genome/PI483463.genome.zip	261352991	d5a18f9cd026d35456be699ad208b8b65d925de6946d333e82f22115bb28ad58	1	1001689847	1	0	0	0	0	PASS
ee631370c68de03b	soyod/PI483463/gff/PI483463.annotation.zip	10755988	3fc757d8d62d0d7912b2723b4f4ae472204fffe9d572e952e18bcd9c63139466	1	143237349	1	0	0	0	0	PASS
5ce98c58f98e3742	soyod/PI483463/mrna/PI483463.mRNA.zip	26220082	016764b80f6ba9404906540c1804840ea7f8695fbb05c9c1b7d00800253e21a7	1	122660062	1	0	0	0	0	PASS
893fcf6a1f8b5782	soyod/PI483463/protein/PI483463.protein.zip	11935771	3a7050a418c25cee626def4e585b12fcc5fcdd3681bb0c4ed6a7cd0705a35d2a	1	35953130	1	0	0	0	0	PASS
6e812c8f66469771	soyod/PI548362/cds/PI548362.CDS.zip	19968644	170c23aa5b4c07fcb4fd85f9908f2370312e02b4b0c3b2a9a159fe25bb5bbece	1	112754500	1	0	0	0	0	PASS
4aa0d0306a70f291	soyod/PI548362/genome/PI548362.genome.zip	243397747	64c8875d6a144aef90af9240df41fef0b5e231b4dd692250b0e3a8cf57292384	1	1004897448	1	0	0	0	0	PASS
4706fd29b4d0265e	soyod/PI548362/gff/PI548362.annotation.zip	10835535	1ad229f1eacb0bbecff9072592e02d9630159adda6fc5e623c29392af5f93a46	1	126687205	1	0	0	0	0	PASS
917d26486ab4fef9	soyod/PI548362/mrna/PI548362.mRNA.zip	29976861	0f02a66a6a077fe32428007849449011c5d46192c8ec5414202181892630738e	1	164312683	1	0	0	0	0	PASS
728fb42a03cc72bd	soyod/PI548362/ncrna/PI548362.ncRNA.gff3.zip	86312	a783113ebded59de112a45a345b813d0df207543a2b359ff6802713535b54545	1	886101	1	0	0	0	0	PASS
dc506ec7e5e2fbc7	soyod/PI548362/protein/PI548362.protein.zip	12260033	c8b48d344afb6bee27a4bbdfa8a908a0cbd93ea834c8c5e1b3dfeb46875cb817	1	38721099	1	0	0	0	0	PASS
78f0360bb627a63c	soyod/PI549046/cds/PI549046.CDS.zip	19826639	ed24bdf92b10f357d415fca799a335df18a9ff01896e22650a1e23a437ab8c50	1	109086031	1	0	0	0	0	PASS
44d3bf4b836d95cf	soyod/PI549046/genome/PI549046.genome.zip	245034385	d8129adb9ec1f40780ec1a20eab7f4d3e073beca758e2f502cbe5ae28ca2da55	1	1006958331	1	0	0	0	0	PASS
7c4fbe2246d41583	soyod/PI549046/gff/PI549046.annotation.zip	10510448	a1dd41d6e2d0bd95ee997a1ede3a1f6cd7ea5dec871e31114d7c798ef433175f	1	122204204	1	0	0	0	0	PASS
c120be5c2f29c4ca	soyod/PI549046/mrna/PI549046.mRNA.zip	30010640	40cc5cdfb5bf379ebbe1927d8bef8a08c5705307b7d59466c5dba69f09c3eb6c	1	157604905	1	0	0	0	0	PASS
b0d7a9bfda55621a	soyod/PI549046/ncrna/PI549046.ncRNA.gff3.zip	87726	3b8740b598f5822be3f1b84cafc07985880c92f48b4487445f83725d0d809feb	1	902484	1	0	0	0	0	PASS
822bb81b3cf5591e	soyod/PI549046/protein/PI549046.protein.zip	12190566	2228751480999eba4b101a7419fbe344fe6bc5d025e63acdf59424554ff52283	1	37461601	1	0	0	0	0	PASS
fb8e6a3a273786e9	soyod/PI562565/cds/PI562565.CDS.zip	19780536	baff93995901c6f60170f215ddf2693e2c34bcc18897bb915a99b57b3eb13d0f	1	110318351	1	0	0	0	0	PASS
b969c976a2d39758	soyod/PI562565/genome/PI562565.genome.zip	244007878	d03640b46e6c0dd6cd7e368979223d8003f7293157fe47397c78f505581b9a77	1	1021347916	1	0	0	0	0	PASS
3fffa7e85f4fe5a0	soyod/PI562565/gff/PI562565.annotation.zip	10610081	c486c0d858d3cdc6300d0045cb6246bb2f253fd03f265bfdcd1da52e56d97d9f	1	123275829	1	0	0	0	0	PASS
564b5bcbe5ade21d	soyod/PI562565/mrna/PI562565.mRNA.zip	29902695	fb5f50ff051b675d7d2d4b687bd46a2680fc7340d4cc3dd64f65065a5aa4754f	1	159949680	1	0	0	0	0	PASS
b8af2a78e32f9da3	soyod/PI562565/ncrna/PI562565.ncRNA.gff3.zip	83602	9493af1c05be4d027ab54d43af03247578df5e9110333ce9f57fb109e46176dd	1	861389	1	0	0	0	0	PASS
8eae16e0aa2740f9	soyod/PI562565/protein/PI562565.protein.zip	12144169	114fda3d1ff9f3fbc3cabb674a91459562081310a3ea3e0310e42c427ae0b14f	1	37923495	1	0	0	0	0	PASS
566ced55eef1834e	soyod/PI578357/cds/PI578357.CDS.zip	19181848	fc716a7ab79711d5e9eb1d202590e21877de9dced3e8bcb4483f878ce4ad3ca0	1	102646888	1	0	0	0	0	PASS
3285efe132daf350	soyod/PI578357/genome/PI578357.genome.zip	242352634	bb7077b09818a4c7d4252315db0cafb72d76920f4442937486c2b57b6779e375	1	1014548605	1	0	0	0	0	PASS
0d1867b70efeb992	soyod/PI578357/gff/PI578357.annotation.zip	10249646	77effaa2acac1ca82f35ca0f6c990461288ff03ebba3d2045996b90d9e11a2fb	1	117842308	1	0	0	0	0	PASS
09cbe99f03848b36	soyod/PI578357/mrna/PI578357.mRNA.zip	28409529	3caf88da25b407d501d13e061b6282af39beb478d33d8882473671670428bade	1	149583204	1	0	0	0	0	PASS
dc8d7d6245eed68a	soyod/PI578357/ncrna/PI578357.ncRNA.gff3.zip	92827	6f4a0870098b2142933269c03cda5ec29d763ee67753c88a7490fffd1e745baa	1	959952	1	0	0	0	0	PASS
57b14047b6bc361d	soyod/PI578357/protein/PI578357.protein.zip	11697325	357d8f04c6023acca37a46c894f46c0b5906d4f702dcd6968e58b8080f237ecb	1	35335248	1	0	0	0	0	PASS
ea438069b281987b	soyod/Qi_Huang_34/cds/Qi_Huang_34.CDS.zip	18588538	f025ebcb84409f3c2ea782d3b497f2804da28d9f2ccb9a933757607610d037e2	1	95432864	1	0	0	0	0	PASS
0dd962f2eb05b4f4	soyod/Qi_Huang_34/genome/Qi_Huang_34.genome.zip	241442000	0973cf04a712623a497390d040a48fcb4b008dfc09b684d74977fa3366f6e727	1	1002282893	1	0	0	0	0	PASS
9f7b7bfd97b5bdd0	soyod/Qi_Huang_34/gff/Qi_Huang_34.annotation.zip	9821974	bedcf03ce4aad7af402979da83c44b17d9c6fc4084b11eaa196ef5b5eb9a039c	1	112069934	1	0	0	0	0	PASS
1d1b312af8c26dbb	soyod/Qi_Huang_34/mrna/Qi_Huang_34.mRNA.zip	27527588	dfc4e284a4d111b06a5ecca13f519b50aae3c0b290b03e516c13adcb5224c7e3	1	137781585	1	0	0	0	0	PASS
270cfb81a32f061b	soyod/Qi_Huang_34/ncrna/Qi_Huang_34.ncRNA.gff3.zip	85857	df362dd19a02ff075dac006a479a691d7524e93cdf8970f5ee2cee9acec3a17f	1	881412	1	0	0	0	0	PASS
947ecf85e106f59a	soyod/Qi_Huang_34/protein/Qi_Huang_34.protein.zip	11436638	bedd203b01e2bb21c6f1b363a23ec0aa8f8d7a6ea5db8dc85d10f12f70aa00d2	1	32841804	1	0	0	0	0	PASS
9a346fb403e6dcc5	soyod/Shi_Sheng_Chang_Ye/cds/Shi_Sheng_Chang_Ye.CDS.zip	20437625	48eeb6d2003339e90845a57d412404ec8e793a1aeb5080058b2c9598c63b914b	1	112333119	1	0	0	0	0	PASS
2463ebe00b6ba0e0	soyod/Shi_Sheng_Chang_Ye/genome/Shi_Sheng_Chang_Ye.genome.zip	249369560	9502cff6617352e6b1b60915505c80094ed269947508ad2041d656b6333cc4b5	1	1028223747	1	0	0	0	0	PASS
879ad9011faf6f88	soyod/Shi_Sheng_Chang_Ye/gff/Shi_Sheng_Chang_Ye.annotation.zip	10818165	b9cf904e48bf069b8eb37515be0fa64383613c7717691ccb2de22787d7f2d854	1	125517405	1	0	0	0	0	PASS
6bd24a5a1c744b1a	soyod/Shi_Sheng_Chang_Ye/mrna/Shi_Sheng_Chang_Ye.mRNA.zip	29971993	c2a0a5b254ff34279b07fe40c44dbc942a7e1d24fe371104b48668304ec5ab3c	1	163575030	1	0	0	0	0	PASS
5b13936f49d380b4	soyod/Shi_Sheng_Chang_Ye/ncrna/Shi_Sheng_Chang_Ye.ncRNA.gff3.zip	89068	3ed6a768c8f7946a368af08ddc974c4c642265a3c78f66fa13d4f4d00484b7d0	1	916393	1	0	0	0	0	PASS
aed53eae6f98aaba	soyod/Shi_Sheng_Chang_Ye/protein/Shi_Sheng_Chang_Ye.protein.zip	12386694	680e848ee8bdcfa4def8aed01721cef0a1ce216bf7f6d8c653f965804d9e90e7	1	38618283	1	0	0	0	0	PASS
6decd0ef24c6fd1d	soyod/Tian_Long_1/gff/Tian_Long_1.annotation.zip	6746537	22d1978d7d3800b583330742fe6bcdddd81970f3596a88ce9bae254732765cc0	1	74093144	1	0	0	0	0	PASS
883fec970374ac00	soyod/Tie_Feng_18/cds/Tie_Feng_18.CDS.zip	18797403	ad038e5a587f8d970ec928b904aee947f35ffdd19bd34a136a46e6753f5c7475	1	101482168	1	0	0	0	0	PASS
deebbeaa4311ff23	soyod/Tie_Feng_18/genome/Tie_Feng_18.genome.zip	242670660	2ed7af783d24a0225a02212afca5bd4850024acdd65a59a0f37f67e41962cba7	1	1011073921	1	0	0	0	0	PASS
ae5afb618217286c	soyod/Tie_Feng_18/gff/Tie_Feng_18.annotation.zip	10180068	04bf24548a773a1238aea7216fbb018a3e2d83d7231807a8e51e962498cb4dfa	1	117237701	1	0	0	0	0	PASS
fd6851b2c3d3d1fa	soyod/Tie_Feng_18/mrna/Tie_Feng_18.mRNA.zip	28412722	0dc93058beb7f5f9b9793fd241ef4337f50e82e05ad57b64247575576bcf7265	1	148061285	1	0	0	0	0	PASS
4f81f7c66b4db874	soyod/Tie_Feng_18/ncrna/Tie_Feng_18.ncRNA.gff3.zip	87158	2581f277a5f6e11030d1521f765c229584b3a1b99619498b55f391f14f802aa0	1	898313	1	0	0	0	0	PASS
12fed5f569a4aed3	soyod/Tie_Feng_18/protein/Tie_Feng_18.protein.zip	11720911	e5deb1e859cefab2f7f1bafa29aa8bf9e71c64d3f8bd9faedebef503b09e80f5	1	34896312	1	0	0	0	0	PASS
b1dcbabc29a07430	soyod/Tie_Jia_Si_Li_Huang/cds/Tie_Jia_Si_Li_Huang.CDS.zip	19691207	b7aa56ff3e2d1bc989b1fa386153a3e7b33f3ed57823ac5e467ce77b045787c6	1	110810019	1	0	0	0	0	PASS
750bd8afed15b66a	soyod/Tie_Jia_Si_Li_Huang/genome/Tie_Jia_Si_Li_Huang.genome.zip	243306660	ff51742af539305d8cd914c61301758aa861a8e5537b3b8bf6589f1e6ae2e77c	1	999714116	1	0	0	0	0	PASS
acc738f6a567d8fe	soyod/Tie_Jia_Si_Li_Huang/gff/Tie_Jia_Si_Li_Huang.annotation.zip	10717561	1e07530d1058d1f808465869f1a64cd90afa0eeccde915735c63406f7463bbc5	1	124427539	1	0	0	0	0	PASS
d43431b39d965e42	soyod/Tie_Jia_Si_Li_Huang/mrna/Tie_Jia_Si_Li_Huang.mRNA.zip	30364590	9b177a7b941317f29326a70225ca9cfd8da0fd5db16ce9f939ff04e24bc52036	1	163184084	1	0	0	0	0	PASS
