archive_candidate_id	archive_relative_path	member_name	member_type	uncompressed_bytes	compressed_bytes	crc32_hex	encrypted	safe_path	crc_verified	error_type	status
13a15d6eca74f8c3	soyod/Han_Dou_5/genome/Han_Dou_5.genome.zip	Han_Dou_5.genome.fasta	fasta	1004107755	244029842	1f0b5719	false	true	true		PASS
ab910fa564943f2b	soyod/Han_Dou_5/gff/Han_Dou_5.annotation.zip	Han_Dou_5.annotation.gff	annotation	124928383	10721305	d2de70ac	false	true	true		PASS
60b99bf53c01504a	soyod/Han_Dou_5/mrna/Han_Dou_5.mRNA.zip	Han_Dou_5.mRNA.fasta	fasta	164348902	30284604	05fdbc31	false	true	true		PASS
f0661bf1292b7081	soyod/Han_Dou_5/ncrna/Han_Dou_5.ncRNA.gff3.zip	Han_Dou_5.ncRNA.gff3	annotation	944079	91579	caa7c06b	false	true	true		PASS
e33b334a5ae1896c	soyod/Han_Dou_5/protein/Han_Dou_5.protein.zip	Han_Dou_5.protein.fasta	fasta	38330429	12247104	6bc18b55	false	true	true		PASS
3b700109a025352d	soyod/Hei_He_43/cds/Hei_He_43.CDS.zip	Hei_He_43.CDS.fasta	fasta	103072963	19065663	2fe6a2b7	false	true	true		PASS
b8c78959ba62649f	soyod/Hei_He_43/genome/Hei_He_43.genome.zip	Hei_He_43.genome.fasta	fasta	1010092463	241185868	ae58bc9b	false	true	true		PASS
6c16ef2906e6b6a0	soyod/Hei_He_43/gff/Hei_He_43.annotation.zip	Hei_He_43.annotation.gff	annotation	118073414	10273928	39c894ca	false	true	true		PASS
23329209ebe7da12	soyod/Hei_He_43/mrna/Hei_He_43.mRNA.zip	Hei_He_43.mRNA.fasta	fasta	151581093	29068806	2e31c3ee	false	true	true		PASS
960f3cc14643f8ea	soyod/Hei_He_43/protein/Hei_He_43.protein.zip	Hei_He_43.protein.fasta	fasta	35479986	11705477	5914fb78	false	true	true		PASS
fde2c55d78431b4b	soyod/Ji_Dou_17/cds/Ji_Dou_17.CDS.zip	Ji_Dou_17.CDS.fasta	fasta	112980645	20189409	d1cc09d7	false	true	true		PASS
35ac134a4421141e	soyod/Ji_Dou_17/genome/Ji_Dou_17.genome.zip	Ji_Dou_17.genome.fasta	fasta	1024485520	249870648	5632adf3	false	true	true		PASS
7363c8667a303a91	soyod/Ji_Dou_17/gff/Ji_Dou_17.annotation.zip	Ji_Dou_17.annotation.gff	annotation	126591282	10844222	e08522a2	false	true	true		PASS
b3b6d56436f5ccd2	soyod/Ji_Dou_17/mrna/Ji_Dou_17.mRNA.zip	Ji_Dou_17.mRNA.fasta	fasta	163680616	30295196	8546e6c4	false	true	true		PASS
84c56953bbf88a82	soyod/Ji_Dou_17/ncrna/Ji_Dou_17.ncRNA.gff3.zip	Ji_Dou_17.ncRNA.gff3	annotation	916201	88994	7f54d773	false	true	true		PASS
134f7ffa16a55313	soyod/Ji_Dou_17/protein/Ji_Dou_17.protein.zip	Ji_Dou_17.protein.fasta	fasta	38796256	12360218	3e93438e	false	true	true		PASS
07193d777599ff60	soyod/Jin_Dou_23/cds/Jin_Dou_23.CDS.zip	Jin_Dou_23.CDS.fasta	fasta	97297867	18398767	6161c7a9	false	true	true		PASS
64cc0d4b46001b51	soyod/Jin_Dou_23/gff/Jin_Dou_23.annotation.zip	Jin_Dou_23.annotation.gff	annotation	113636990	9923827	f02fc651	false	true	true		PASS
4c4588cef1a503bc	soyod/Jin_Dou_23/mrna/Jin_Dou_23.mRNA.zip	Jin_Dou_23.mRNA.fasta	fasta	141788493	27780436	9fefd989	false	true	true		PASS
730005d4d9e28e65	soyod/Jin_Dou_23/ncrna/Jin_Dou_23.ncRNA.gff3.zip	Jin_Dou_23.ncRNA.gff3	annotation	875408	85401	4739fd66	false	true	true		PASS
fc524c780de3efc3	soyod/Jin_Dou_23/protein/Jin_Dou_23.protein.zip	Jin_Dou_23.protein.fasta	fasta	33477310	11490980	97339ad4	false	true	true		PASS
a01fbed8ea293080	soyod/Ju_Xuan23/cds/Ju_Xuan23.CDS.zip	Ju_Xuan23.CDS.fasta	fasta	104442605	19497266	dda78660	false	true	true		PASS
d5c52de8160ecb4f	soyod/Ju_Xuan23/genome/Ju_Xuan23.genome.zip	Ju_Xuan23.genome.fasta	fasta	1007763440	242178276	add86c4d	false	true	true		PASS
4d54dec9f4a30044	soyod/Ju_Xuan23/gff/Ju_Xuan23.annotation.zip	Ju_Xuan23.annotation.gff	annotation	118839858	10315636	d15c2416	false	true	true		PASS
8cf5ea9bb22e6225	soyod/Ju_Xuan23/mrna/Ju_Xuan23.mRNA.zip	Ju_Xuan23.mRNA.fasta	fasta	151472264	29053118	4bf01583	false	true	true		PASS
207aae3c09b9c7a4	soyod/Ju_Xuan23/ncrna/Ju_Xuan23.ncRNA.gff3.zip	Ju_Xuan23.ncRNA.gff3	annotation	861156	83423	c21ef56e	false	true	true		PASS
0f3a96f5a9dcf693	soyod/Ju_Xuan23/protein/Ju_Xuan23.protein.zip	Ju_Xuan23.protein.fasta	fasta	35934538	11869392	f3adbfdc	false	true	true		PASS
bdb2251b15e52425	soyod/Ke_Shan_1/cds/Ke_Shan_1.CDS.zip	Ke_Shan_1.CDS.fasta	fasta	99521899	19128059	283b7412	false	true	true		PASS
5d55482f32bbf200	soyod/Ke_Shan_1/genome/Ke_Shan_1.genome.zip	Ke_Shan_1.genome.fasta	fasta	1007373258	242180731	05e3d00e	false	true	true		PASS
9a564e1baa222ac4	soyod/Ke_Shan_1/gff/Ke_Shan_1.annotation.zip	Ke_Shan_1.annotation.gff	annotation	115280043	10040814	ac3cd923	false	true	true		PASS
aca32af1cc616336	soyod/Ke_Shan_1/mrna/Ke_Shan_1.mRNA.zip	Ke_Shan_1.mRNA.fasta	fasta	143998009	27625565	4554bc55	false	true	true		PASS
959a70aa55cc5350	soyod/Ke_Shan_1/ncrna/Ke_Shan_1.ncRNA.gff3.zip	Ke_Shan_1.ncRNA.gff3	annotation	910363	88209	998468bb	false	true	true		PASS
355a73969dba6451	soyod/Ke_Shan_1/protein/Ke_Shan_1.protein.zip	Ke_Shan_1.protein.fasta	fasta	34228668	11654485	bd4a1066	false	true	true		PASS
c76efa1166d568e7	soyod/PI398296/cds/PI398296.CDS.zip	PI398296.CDS.fasta	fasta	101821143	19413737	ddb1189c	false	true	true		PASS
b4cf3ab920428fd2	soyod/PI398296/genome/PI398296.genome.zip	PI398296.genome.fasta	fasta	1059787878	253301750	866ddab9	false	true	true		PASS
40f869988e5434a5	soyod/PI398296/gff/PI398296.annotation.zip	PI398296.annotation.gff	annotation	118298905	10275694	d43389e8	false	true	true		PASS
a81767278087edf0	soyod/PI398296/mrna/PI398296.mRNA.zip	PI398296.mRNA.fasta	fasta	148147793	28980209	c63e4dc7	false	true	true		PASS
33db624c52be5ec2	soyod/PI398296/ncrna/PI398296.ncRNA.gff3.zip	PI398296.ncRNA.gff3	annotation	897108	87126	07aa3409	false	true	true		PASS
209341738537534d	soyod/PI398296/protein/PI398296.protein.zip	PI398296.protein.fasta	fasta	35020889	11844319	a811a495	false	true	true		PASS
ccafcdd2acb57f87	soyod/PI483463/cds/PI483463.CDS.zip	PI483463.CDS.fasta	fasta	80078937	16307620	b9bcacfa	false	true	true		PASS
f081d6533988ae97	soyod/PI483463/genome/PI483463.genome.zip	PI483463.genome.fasta	fasta	1001689847	261352815	803080e5	false	true	true		PASS
ee631370c68de03b	soyod/PI483463/gff/PI483463.annotation.zip	PI_483463.annotation.gff	annotation	143237349	10755806	2c72e979	false	true	true		PASS
5ce98c58f98e3742	soyod/PI483463/mrna/PI483463.mRNA.zip	PI483463.mRNA.fasta	fasta	122660062	26219910	8042a337	false	true	true		PASS
893fcf6a1f8b5782	soyod/PI483463/protein/PI483463.protein.zip	PI483463.protein.fasta	fasta	35953130	11935593	ce9ad2ee	false	true	true		PASS
6e812c8f66469771	soyod/PI548362/cds/PI548362.CDS.zip	PI548362.CDS.fasta	fasta	112754500	19968474	9af16b12	false	true	true		PASS
4aa0d0306a70f291	soyod/PI548362/genome/PI548362.genome.zip	PI548362.genome.fasta	fasta	1004897448	243397571	6d33f8b8	false	true	true		PASS
4706fd29b4d0265e	soyod/PI548362/gff/PI548362.annotation.zip	PI548362.annotation.gff	annotation	126687205	10835355	94b787b3	false	true	true		PASS
917d26486ab4fef9	soyod/PI548362/mrna/PI548362.mRNA.zip	PI548362.mRNA.fasta	fasta	164312683	29976689	cf04be7b	false	true	true		PASS
728fb42a03cc72bd	soyod/PI548362/ncrna/PI548362.ncRNA.gff3.zip	PI548362.ncRNA.gff3	annotation	886101	86140	ef87b205	false	true	true		PASS
dc506ec7e5e2fbc7	soyod/PI548362/protein/PI548362.protein.zip	PI548362.protein.fasta	fasta	38721099	12259855	5bb53011	false	true	true		PASS
78f0360bb627a63c	soyod/PI549046/cds/PI549046.CDS.zip	PI549046.CDS.fasta	fasta	109086031	19826469	1987e242	false	true	true		PASS
44d3bf4b836d95cf	soyod/PI549046/genome/PI549046.genome.zip	PI549046.genome.fasta	fasta	1006958331	245034209	a93cb1e1	false	true	true		PASS
7c4fbe2246d41583	soyod/PI549046/gff/PI549046.annotation.zip	PI549046.annotation.gff	annotation	122204204	10510268	4428651f	false	true	true		PASS
c120be5c2f29c4ca	soyod/PI549046/mrna/PI549046.mRNA.zip	PI549046.mRNA.fasta	fasta	157604905	30010468	89b6e211	false	true	true		PASS
