candidate_id	orientation_signature	orientation_group_id	orientation_group_size	orientation_representative
6124e98316fbaf8f	2818facc3ed5c76b79891c383bf0c72c5a384b267870dd9a3cbfea568783a964	orientation-2818facc3ed5c76b	1	True
613e5d02eee44955	b24821801d8680adf592bcd4f49d386df4a4227cdfed4716d44dc1a04e0c7c5d	orientation-b24821801d8680ad	2	True
61500660d0e2a930	8e7bc08d11d16998788abe156ced389eca797baf2df329e9dcd75536fc80cede	orientation-8e7bc08d11d16998	1	True
61894c4aea5cf5df	921bcbfcb8db2d57208da95bbd56bd48acffeaba935c0a3468c308a2f4486e68	orientation-921bcbfcb8db2d57	1	True
62b5a2ad4c02fc09	5263c5ae3e2df2c4d3891cc24a710f12eeab55be03f45ee91c350513bc37e979	orientation-5263c5ae3e2df2c4	1	True
6376df8caff95330	5661814794a413bde921c4a4885e0823f975c4eb777035fc458ec2724b7cbc76	orientation-5661814794a413bd	1	True
6397eb32949b6af5	24463fcf3af63f504eef2fa9099f60c04986178956e6d682f6ec40723b82bde9	orientation-24463fcf3af63f50	1	True
63eaed57fd05de9f	79470017fd1ecac23963c2c0ddac8428ebc7d5f82c73756d9cd813b4e199555a	orientation-79470017fd1ecac2	1	True
645e1d911f5e40dd	d35984b8c17382da5a8e66b785e06425ccda12c930fc5c0323e0da7204f5f33b	orientation-d35984b8c17382da	1	True
64ec16ced6b33a23	025186295bb3f5bfa1ad062355046e1f1aadc33ba5017746780e7d26022549d1	orientation-025186295bb3f5bf	1	True
65686f241f0eecc0	fce58121b7049e14fe01dddc074ccaa24bd281af582222197fc6bf10610e382d	orientation-fce58121b7049e14	1	True
65cb087a2c0df3b2	1d50032bbe097d552c5a2f75abbd8f1d604e706979f34cda0d7950821d1bc8de	orientation-1d50032bbe097d55	1	True
