doi	title	journal	year	publisher	authors	url	publication_type	nature_portfolio	query_ids	sources
10.1016/j.dnarep.2024.103678	Genomic stress and impaired DNA repair in Alzheimer disease	DNA Repair	2024	Elsevier BV	Neven, Jolien; Issayama, Luidy Kazuo; Dewachter, Ilse; Wilson, David M.	https://doi.org/10.1016/j.dnarep.2024.103678	journal-article	false	genome_scaling	crossref
10.3389/fmicb.2024.1272972	Genomic surveillance of SARS-CoV-2 using long-range PCR primers	Frontiers in Microbiology	2024	Frontiers Media SA	Kandel, Sangam; Hartzell, Susanna L.; Ingold, Ashton K.; Turner, Grace A.; Kennedy, Joshua L.; Ussery, David W.	https://doi.org/10.3389/fmicb.2024.1272972	journal-article	false	hyenadna	crossref
10.1016/j.compbiolchem.2024.108107	Global and local genomic features together modulate the spontaneous single nucleotide mutation rate	Computational Biology and Chemistry	2024	Elsevier BV	Ajay, Akash; Begum, Tina; Arya, Ajay; Kumar, Krishan; Ahmad, Shandar	https://doi.org/10.1016/j.compbiolchem.2024.108107	journal-article	false	hyenadna_exact	crossref
10.1093/ismejo/wrae132	Globally distributed bacteriophage genomes reveal mechanisms of tripartite phage–bacteria–coral interactions	The ISME Journal	2024	Oxford University Press (OUP)	Wallace, Bailey A; Varona, Natascha S; Hesketh-Best, Poppy J; Stiffler, Alexandra K; Silveira, Cynthia B	https://doi.org/10.1093/ismejo/wrae132	journal-article	false	phage_long_context	crossref
10.1007/s00299-024-03277-w	Graph-based mitochondrial genomes of three foundation species in the Saccharum genus	Plant Cell Reports	2024	Springer Science and Business Media LLC	Li, Sicheng; Wang, Zhen; Jing, Yanfen; Duan, Weixing; Yang, Xiping	https://doi.org/10.1007/s00299-024-03277-w	journal-article	false	plantcaduceus_exact	crossref
10.1075/langct.00072.luk	Halliday, Critical Discourse Analysis and ideology	Language, Context and Text. The Social Semiotics Forum	2024	John Benjamins Publishing Company	Lukin, Annabelle	https://doi.org/10.1075/langct.00072.luk	journal-article	false	phage_long_context	crossref
10.21468/scipostphys.17.4.103	Harmonic chain far from equilibrium: Single-file diffusion, long-range order, and hyperuniformity	SciPost Physics	2024	Stichting SciPost	Ikeda, Harukuni	https://doi.org/10.21468/scipostphys.17.4.103	journal-article	false	hyenadna_exact	crossref
10.1186/s12864-024-10885-z	HiCDiffusion - diffusion-enhanced, transformer-based prediction of chromatin interactions from DNA sequences	BMC Genomics	2024	Springer Science and Business Media LLC	Chiliński, Mateusz; Plewczynski, Dariusz	https://doi.org/10.1186/s12864-024-10885-z	journal-article	false	nucleotide_transformer	crossref
10.1016/j.isprsjprs.2024.09.009	Homogeneous tokenizer matters: Homogeneous visual tokenizer for remote sensing image understanding	ISPRS Journal of Photogrammetry and Remote Sensing	2024	Elsevier BV	Shao, Run; Zhang, Zhaoyang; Tao, Chao; Zhang, Yunsheng; Peng, Chengli; Li, Haifeng	https://doi.org/10.1016/j.isprsjprs.2024.09.009	journal-article	false	nucleotide_tokenizer	crossref
10.3390/genes15020163	Human Reproduction and Disturbed Genomic Imprinting	Genes	2024	MDPI AG	Eggermann, Thomas	https://doi.org/10.3390/genes15020163	journal-article	false	plantgfm_exact	crossref
10.1002/tpg2.20479	"<i>The Plant Genome</i>
                    Annual Report, 2023"	The Plant Genome	2024	Wiley		https://doi.org/10.1002/tpg2.20479	journal-article	false	agront;plant_crop;plantcaduceus	crossref
10.1002/tpg2.20482	"<i>The Plant Genome</i>
                    special section: Modern improvement of tropical crops"	The Plant Genome	2024	Wiley	Salvo, Stella; Derera, John	https://doi.org/10.1002/tpg2.20482	journal-article	false	agront;plantcaduceus	crossref
10.55563/clinexprheumatol/x6am51	Identification and validation of fibroblast-related biomarkers in rheumatoid arthritis by bulk RNA-seq and single-cell RNA-seq analysis	Clinical and Experimental Rheumatology	2024	Clinical and Experimental Rheumatology	Wu, Ying Kai; Zhou, Lei; Chang, Gang; Wang, Rui Qiang	https://doi.org/10.55563/clinexprheumatol/x6am51	journal-article	false	borzoi	crossref
10.55296/jiva/22.2.2024.35-41	IDENTIFICATION OF GENOME-WIDE VARIANTS IN ANKAMALI PIGS OF KERALA BY WHOLE GENOME SEQUENCING	JIVA	2024	Indian Veterinary Association - Kerala	Roy, Michelle Elezabeth; Manoj, M.; Sadan, Tina; Rojan, P.M.; Aravindakshan, T.V.; Usha, A.P.; Unnikrishnan, M.P.	https://doi.org/10.55296/jiva/22.2.2024.35-41	journal-article	false	gpn_msa	crossref
10.1371/journal.pcbi.1011372	Identification of Low-Complexity Domains by Compositional Signatures Reveals Class-Specific Frequencies and Functions Across the Domains of Life	PLOS Computational Biology	2024	Public Library of Science (PLoS)	Cascarina, Sean M.; Ross, Eric D.	https://doi.org/10.1371/journal.pcbi.1011372	journal-article	false	evo2_exact	crossref
10.1200/jco.2024.42.16_suppl.4553	Identification of prognostic genomic biomarkers in metastatic clear cell renal cell carcinoma (mccRCC): An analysis of the large retrospective real world clinico-genomic data from Flatiron Health (FH)-Foundation Medicine, Inc. (FMI) clinico-genomic database (CGDB).	Journal of Clinical Oncology	2024	American Society of Clinical Oncology (ASCO)	Rizzo, Mimma; Pezzicoli, Gaetano; Porta, Camilla; Povero, Massimiliano; Pradelli, Lorenzo; Sicari, Emilia; Barbiero, Valentina Sara; Porta, Camillo	https://doi.org/10.1200/jco.2024.42.16_suppl.4553	journal-article	false	genomic_foundation_model	crossref
10.1186/s12863-024-01267-1	Identification of the genetic background of laboratory rats through amplicon-based next-generation sequencing for single-nucleotide polymorphism genotyping	BMC Genomic Data	2024	Springer Science and Business Media LLC	Lu, Meng; Li, Kai; Zhou, Yuxun; Xiao, Junhua	https://doi.org/10.1186/s12863-024-01267-1	journal-article	false	hyenadna_exact	crossref
10.5376/tgg.2024.15.0006	Impact of Domestication on Nucleotide Diversity in Barley	Triticeae Genomics and Genetics	2024	Sophia Publishing Group, Inc.	Xu, Qing; Cai, Renxiang	https://doi.org/10.5376/tgg.2024.15.0006	journal-article	false	nucleotide_transformer	crossref
10.2139/ssrn.4848158	Impact of Large Language Model on Indian Economy	SSRN Electronic Journal	2024	Elsevier BV	Vidani, Jignesh	https://doi.org/10.2139/ssrn.4848158	journal-article	false	agront_exact	crossref
10.1186/s40246-024-00677-7	Implementing differentially pigmented skin models for predicting drug response variability across human ancestries	Human Genomics	2024	Springer Science and Business Media LLC	Zaaijer, Sophie; Groen, Simon C.	https://doi.org/10.1186/s40246-024-00677-7	journal-article	false	nucleotide_transformer	crossref
10.3389/fmicb.2024.1352378	Improved metagenome assemblies through selective enrichment of bacterial genomic DNA from eukaryotic host genomic DNA using ATAC-seq	Frontiers in Microbiology	2024	Frontiers Media SA	Cantin, Lindsey J.; Dunning Hotopp, Julie C.; Foster, Jeremy M.	https://doi.org/10.3389/fmicb.2024.1352378	journal-article	false	genome_scaling	crossref
10.1002/tpg2.20498	Improving complex agronomic and domestication traits in the perennial grain crop intermediate wheatgrass with genetic mapping and genomic prediction	The Plant Genome	2024	Wiley	Bajgain, Prabin; Stoll, Hannah; Anderson, James A.	https://doi.org/10.1002/tpg2.20498	journal-article	false	plant_crop	crossref
10.53555/kuey.v30i4.1195	Improving Foundational Language Skills of Standard Arabic in Early Childhood by Using Language Immersion-Based Learning Enhanced with Art Activities	Improving Foundational Language Skills of Standard Arabic in Early Childhood by Using Language Immersion-Based Learning Enhanced with Art Activities	2024	Green Publication	Fathy Ismail, Abdelrahim; Nasr Elmorsy, Ghada; Al-Muoaeweed, Ohaud; Sulaiman Hadi Thakir, Rahma; El Koshiry, Amr; Ali Abualsoud, Hanaa; Hamada, Alhosein; Mokhtar Shahpo, Samia	https://doi.org/10.53555/kuey.v30i4.1195	journal-article	false	agront_exact	crossref
10.1038/s41467-024-52293-7	Improving prediction performance of general protein language model by domain-adaptive pretraining on DNA-binding protein	Nature Communications	2024	Springer Science and Business Media LLC	Zeng, Wenwu; Dou, Yutao; Pan, Liangrui; Xu, Liwen; Peng, Shaoliang	https://doi.org/10.1038/s41467-024-52293-7	journal-article	true	variant_effect	crossref
10.54337/jbm.v12i2.8841	In Search of Sustainability Gains from the Complementarity Between Value Creation, Value Proposition and Value Capture Elements of Circular Business Models	Journal of Business Models	2024	Emerald	Levänen, Jarkko; Ranta, Valtteri; Patala, Samuli	https://doi.org/10.54337/jbm.v12i2.8841	journal-article	false	species_aware_exact	crossref
10.1159/000539429	In silico Characterization of Satellitomes and Cross-Amplification of Putative satDNAs in Two Species of the Hypostomus ancistroides Complex (Siluriformes, Loricariidae)	Cytogenetic and Genome Research	2024	S. Karger AG	Rocha-Reis, Dinaíza Abadia; Rodrigues-Oliveira, Igor Henrique; Pasa, Rubens; Menegídio, Fabiano Bezerra; Heslop-Harrison, John Seymour (Pat); Schwarzacher, Trude; Kavalco, Karine Frehner	https://doi.org/10.1159/000539429	journal-article	false	cross_species	crossref
10.1038/s41598-024-80444-9	Incorporation of regulatory DNA elements within a viral vector improves recombinant protein expression in plants	Scientific Reports	2024	Springer Science and Business Media LLC	Coates, Ryan J.; Scofield, Simon; Young, Mark T.	https://doi.org/10.1038/s41598-024-80444-9	journal-article	true	species_aware_exact	crossref
10.5958/2249-7137.2024.00002.8	Influence of emotional intelligence on work-life balance among professionals across different work domains post covid-19 pandemic	ACADEMICIA: An International Multidisciplinary Research Journal	2024	Diva Enterprises Private Limited	De Braganca, Ana Vaz	https://doi.org/10.5958/2249-7137.2024.00002.8	journal-article	false	evo2_exact	crossref
10.1155/2024/5539065	Integrated Analysis of Single-Cell RNA-Seq and Bulk RNA-Seq Unravels the Molecular Feature of Tumor-Associated Macrophage of Acute Myeloid Leukemia	Genetics Research	2024	Wiley	Gao, Xin	https://doi.org/10.1155/2024/5539065	journal-article	false	borzoi	crossref
10.3389/fpls.2024.1463300	Integrated eQTL mapping approach reveals genomic regions regulating candidate genes of the E8-r3 locus in soybean	Frontiers in Plant Science	2024	Frontiers Media SA	Gélinas Bélanger, Jérôme; Copley, Tanya Rose; Hoyos-Villegas, Valerio; O’Donoughue, Louise	https://doi.org/10.3389/fpls.2024.1463300	journal-article	false	plantgfm_exact	crossref
10.1186/s40246-024-00712-7	Integrating single-cell RNA-seq and bulk RNA-seq to construct a neutrophil prognostic model for predicting prognosis and immune response in oral squamous cell carcinoma	Human Genomics	2024	Springer Science and Business Media LLC	Wang, Jinhang; Cui, Zifeng; Song, Qiwen; Yang, Kaicheng; Chen, Yanping; Peng, Shixiong	https://doi.org/10.1186/s40246-024-00712-7	journal-article	false	borzoi	crossref
10.1016/j.isci.2024.109499	Integrative analysis of single-nucleus RNA-seq and bulk RNA-seq reveals germline cells development dynamics and niches in the Pacific oyster gonad	iScience	2024	Elsevier BV	Wang, Huihui; Yu, Hong; Li, Qi	https://doi.org/10.1016/j.isci.2024.109499	journal-article	false	borzoi	crossref
10.1016/j.heliyon.2024.e38815	Integrative genomic analysis of RNA-modification-single nucleotide polymorphisms associated with kidney function	Heliyon	2024	Elsevier BV	Liu, Xinran; Zhu, Sai; Liu, Xueqi; Luo, Xiaomei; Chen, Chaoyi; Jiang, Ling; Wu, Yonggui	https://doi.org/10.1016/j.heliyon.2024.e38815	journal-article	false	hyenadna_exact	crossref
10.1075/langct.00078.mia	Introduction	Language, Context and Text. The Social Semiotics Forum	2024	John Benjamins Publishing Company		https://doi.org/10.1075/langct.00078.mia	journal-article	false	phage_long_context	crossref
10.1211/pj.2024.1.305124	It is time to rethink prescribing scope of practice and the DPP model for foundation training	Pharmaceutical Journal	2024	Royal Pharmaceutical Society		https://doi.org/10.1211/pj.2024.1.305124	journal-article	false	genomic_foundation_model	crossref
10.47065/bits.v6i1.5165	Klasifikasi Suara Anjing Menggunakan Pretrained Model Yet Another Mobile Network Berbasis Convolutional Neural Network	Building of Informatics, Technology and Science (BITS)	2024	Forum Kerjasama Pendidikan Tinggi (FKPT)	Djuardi, Rich Deshan; Rochadiani, Theresia Herlina	https://doi.org/10.47065/bits.v6i1.5165	journal-article	false	gpn_plants	crossref
10.1111/1755-0998.13982	Klumpy: A tool to evaluate the integrity of long‐read genome assemblies and illusive sequence motifs	Molecular Ecology Resources	2024	Wiley	Madrigal, Giovanni; Minhas, Bushra Fazal; Catchen, Julian	https://doi.org/10.1111/1755-0998.13982	journal-article	false	long_context_genome	crossref
10.21275/ms241026170018	Knowledge Discovery in Databases Utilizing Large Language Models	International Journal of Science and Research (IJSR)	2024	International Journal of Science and Research	Chauhan, Satyam	https://doi.org/10.21275/ms241026170018	journal-article	false	maize_variant_exact	crossref
10.1093/bib/bbae053	Language model enables end-to-end accurate detection of cancer from cell-free DNA	Briefings in Bioinformatics	2024	Oxford University Press (OUP)	Shen, Hongru; Liu, Jilei; Chen, Kexin; Li, Xiangchun	https://doi.org/10.1093/bib/bbae053	journal-article	false	variant_effect	crossref
10.59681/2175-4411.v16.iespecial.2024.1275	Large language model para geração de prontuários eletrônicos sintéticos	Journal of Health Informatics	2024	Sociedade Brasileira de Informática em Saúde	Da Silva, Gabriel Constantin; Cazella, Silvio César	https://doi.org/10.59681/2175-4411.v16.iespecial.2024.1275	journal-article	false	agront_exact	crossref
10.1093/bib/bbae430	Large language model produces high accurate diagnosis of cancer from end-motif profiles of cell-free DNA	Briefings in Bioinformatics	2024	Oxford University Press (OUP)	Liu, Jilei; Shen, Hongru; Chen, Kexin; Li, Xiangchun	https://doi.org/10.1093/bib/bbae430	journal-article	false	variant_effect	crossref
10.1016/j.omtn.2024.102255	Large language model to multimodal large language model: A journey to shape the biological macromolecules to biological sciences and medicine	Molecular Therapy - Nucleic Acids	2024	Elsevier BV	Bhattacharya, Manojit; Pal, Soumen; Chatterjee, Srijan; Lee, Sang-Soo; Chakraborty, Chiranjib	https://doi.org/10.1016/j.omtn.2024.102255	journal-article	false	agront_exact	crossref
10.21428/cb6ab371.779603ee	Large Language Models and Artificial Intelligence for Police Report Writing	CrimRxiv	2024	PubPub	Adams, Ian T.	https://doi.org/10.21428/cb6ab371.779603ee	journal-article	false	maize_variant_exact	crossref
10.1007/s11229-024-04723-8	Large language models and linguistic intentionality	Synthese	2024	Springer Science and Business Media LLC	Grindrod, Jumbly	https://doi.org/10.1007/s11229-024-04723-8	journal-article	false	maize_variant_exact	crossref
10.31031/cojra.2024.04.000580	Large Language Models and Medical Imaging: A Powerful Synergy	COJ Robotics &amp; Artificial Intelligence	2024	Crimson Publishers	Qamar, Saqib	https://doi.org/10.31031/cojra.2024.04.000580	journal-article	false	gpn_exact	crossref
10.1007/s00120-024-02396-2	Large Language Models in der Wissenschaft	Die Urologie	2024	Springer Science and Business Media LLC	Kowalewski, Karl-Friedrich; Rodler, Severin	https://doi.org/10.1007/s00120-024-02396-2	journal-article	false	maize_variant_exact	crossref
10.1016/j.tplants.2024.04.013	Large language models in plant biology	Trends in Plant Science	2024	Elsevier BV	Lam, Hilbert Yuen In; Ong, Xing Er; Mutwil, Marek	https://doi.org/10.1016/j.tplants.2024.04.013	journal-article	false	agront_exact	crossref
10.1093/nargab/lqae099	Latent Dirichlet allocation mixture models for nucleotide sequence analysis	NAR Genomics and Bioinformatics	2024	Oxford University Press (OUP)	Wang, Bixuan; Mount, Stephen M	https://doi.org/10.1093/nargab/lqae099	journal-article	false	nucleotide_transformer	crossref
10.1093/gpbjnl/qzae061	Laws of Genome Nucleotide Composition	Genomics, Proteomics &amp; Bioinformatics	2024	Oxford University Press (OUP)	Zhang, Zhang	https://doi.org/10.1093/gpbjnl/qzae061	journal-article	false	nucleotide_tokenizer;nucleotide_transformer	crossref
10.3390/e26050368	Learning in Deep Radial Basis Function Networks	Entropy	2024	MDPI AG	Wurzberger, Fabian; Schwenker, Friedhelm	https://doi.org/10.3390/e26050368	journal-article	false	sequence_to_function	crossref
10.1063/5.0205123	Learning QM/MM potential using equivariant multiscale model	The Journal of Chemical Physics	2024	AIP Publishing	Lei, Yao-Kun; Yagi, Kiyoshi; Sugita, Yuji	https://doi.org/10.1063/5.0205123	journal-article	false	reverse_complement	crossref
