candidate_id	relative_path	source	annotation_role	is_primary_gene_model	assembly_key	paired_assembly_ids	size_bytes	mtime_ns
be8982d201275589	soyomics/PI_548362/gff/SoyC10.gene.gff.gz	soyomics	soyomics_gene	true	soyomics|PI_548362	cd492f3987c29f96	11753743	1747386747000000000
c117bf3f716f808e	soyomics/PI_562565/ncrna/SoyW01.ncRNA.gff3.gz	soyomics	noncoding	false	soyomics|PI_562565	a2139458fcb20578	94959	1747386866000000000
8a6e299d50aeadd4	soyomics/Qi_Huang_No.34/gff/SoyC08.gene.gff.gz	soyomics	soyomics_gene	true	soyomics|Qi_Huang_No.34	82b4de6c3837ee6e	10667759	1747386747000000000
2fe2ae81ae43774d	soyomics/Tie_Jia_Si_Li_Huang/gff/SoyL08.gene.gff.gz	soyomics	soyomics_gene	true	soyomics|Tie_Jia_Si_Li_Huang	a22214a55dd92158	11625153	1747386748000000000
6b9cdcf79720565e	soyomics/Tie_Jia_Si_Li_Huang/ncrna/SoyL08.ncRNA.gff3.gz	soyomics	noncoding	false	soyomics|Tie_Jia_Si_Li_Huang	a22214a55dd92158	100712	1747386866000000000
a0232abf084cbf3c	soyomics/Tong_Shan_Tian_E_Dan/repeat/SoyL03.repeat.gff3.gz	soyomics	repeat	false	soyomics|Tong_Shan_Tian_E_Dan	84df5bcd977dcf50	7676273	1747386872000000000
3e7ef923bc1077f0	soyomics/W05/gff/W05.a1.gene.gff.gz	soyomics	soyomics_gene	true	soyomics|W05	10c2a5e4e4ec59d8	14183004	1764129176000000000
581eec949cf9f83e	soyomics/Wan_Dou_No.28/ncrna/SoyC04.ncRNA.gff3.gz	soyomics	noncoding	false	soyomics|Wan_Dou_No.28	a88823175a32a147	96540	1747386866000000000
913706c3a19ca011	soyomics/Williams_82/gff/Wm82.a2.v1.gene.gff.gz	soyomics	soyomics_gene	true	soyomics|Williams_82	31e44b8dbdbac9ce;7558d543796554d5	12700047	1747386749000000000
728db48d9713ae7a	soyomics/Williams_82/gff/Wm82.a4.v1.gene.gff.gz	soyomics	soyomics_gene	true	soyomics|Williams_82	31e44b8dbdbac9ce;7558d543796554d5	11346155	1764143741000000000
5c0fcdfbb959a848	soyomics/Zhutwinning2/ncrna/SoyL01.ncRNA.gff3.gz	soyomics	noncoding	false	soyomics|Zhutwinning2	6b882ca1292e53b8	97615	1747386866000000000
ff626e2c4ebcbf5e	soyomics/Zhutwinning2/repeat/SoyL01.repeat.gff3.gz	soyomics	repeat	false	soyomics|Zhutwinning2	6b882ca1292e53b8	7739113	1747386872000000000
b7c4152cab5111e3	soyomics/Zi_Hua_No.4/repeat/SoyL02.repeat.gff3.gz	soyomics	repeat	false	soyomics|Zi_Hua_No.4	201554669783ecd0	7625625	1747386872000000000
